"VIA G.B.BASTIANELLI,39","VIA B.BASTIANELLI, 39",ROMA RM,00133
"VIA G.B.BASTIANELLI,42","VIA B.BASTIANELLI, 42",ROMA RM,00133
"VIA G.B.BASTIANELLI,71","VIA B.BASTIANELLI, 71",ROMA RM,00133
"VIA G.B.MILAINI, 17/19","VIA B.MILAINI, 17/19",ROMA RM,00133
"VIA G.B.MILANI,26","VIA B.MILANI, 26",ROMA RM,00133
VIA G.B.MILIANI,VIA B.MILIANI,ROMA RM,00133
"VIA G.B.MILIANI, 5","VIA B.MILIANI, 5",ROMA RM,00133
"VIA G.B.MILIANI,8","VIA B.MILIANI, 8",ROMA RM,00133
"VIA G.B.PIRELLI, 22","VIA B.PIRELLI, 22",ROMA RM,00133
VIA G.B.PITONI 56,VIA B.PITONI 56,ROMA RM,00133
"VIA G.B.PITONI, 3","VIA B.PITONI, 3",ROMA RM,00133
"VIA G.B.PITONI, 40","VIA B.PITONI, 40",ROMA RM,00133
"VIA G.B.PITONI, 54","VIA B.PITONI, 54",ROMA RM,00133
"VIA G.B.PITONI, 9","VIA B.PITONI, 9",ROMA RM,00133
"VIA G.B.SCORZA, 17","VIA B.SCORZA, 17",ROMA RM,00133
"VIA G.B.SCORZA,7","VIA B.SCORZA, 7",ROMA RM,00133
"VIA G.B.SCOZZA, 13","VIA B.SCOZZA, 13",ROMA RM,00133
"VIA G.B.SCOZZA, 19","VIA B.SCOZZA, 19",ROMA RM,00133
"VIA G.B.SCOZZA, 5","VIA B.SCOZZA, 5",ROMA RM,00133
"VIA G.B.SCOZZA, 7","VIA B.SCOZZA, 7",ROMA RM,00133
"VIA G.B.SCOZZA,5 SCALA D","VIA B.SCOZZA, 5 SCALA D",ROMA RM,00133
"VIA G.CARPONI,10","VIA CARPONI, 10",ROMA RM,00133
VIA G.G.ROMANO 46,VIA G.ROMANO 46,ROMA RM,00133
"VIA G.GALLOPINI, 14","VIA GALLOPINI, 14",ROMA RM,00133
"VIA G.GAZZONI, 18","VIA GAZZONI, 18",ROMA RM,00133
"VIA G.GUGNASCA, 11","VIA GUGNASCA, 11",ROMA RM,00133
"VIA G.LURENZANI, 22","VIA LURENZANI, 22",ROMA RM,00133
VIA G.M. CARETTI 18,VIA M. CARETTI 18,ROMA RM,00133
"VIA G.M.BONZANICO, 19","VIA M.BONZANICO, 19",ROMA RM,00133
"VIA G.M.BONZANIGO, 24","VIA M.BONZANIGO, 24",ROMA RM,00133
"VIA G.M.BONZANIGO, 39","VIA M.BONZANIGO, 39",ROMA RM,00133
"VIA G.M.BONZANIGO,27","VIA M.BONZANIGO, 27",ROMA RM,00133
"VIA G.M.MORETTI, 26","VIA M.MORETTI, 26",ROMA RM,00133
"VIA G.MARTORELI, 37","VIA MARTORELI, 37",ROMA RM,00169
"VIA G.MORTARELLI, 45","VIA MORTARELLI, 45",ROMA RM,00169
"VIA G.P.PITONI, 40","VIA P.PITONI, 40",ROMA RM,00133
VIA G.TURALDO 136,VIA TURALDO 136,ROMA RM,00133
"VIA GADURSO, 87","VIA GADURSO, 87",MARINO RM,00047
"VIA GAETANO DONINZETTI, 14","VIA GAETANO DONINZETTI, 14",ROMA RM,00039
"VIA GAGLIANO CASTEL FERRATO,41","VIA GAGLIANO CASTEL FERRATO, 41",ROMA RM,00132
"VIA GALVANO DELLA VOLPE, 111","VIA GALVANO DELLA VOLPE, 111",ROMA RM,00100
"VIA GANCI, 57","VIA GANCI, 57",ROMA RM,00132
"VIA GARVINA DI PUGLIA, 36","VIA GARVINA DI PUGLIA, 36",ROMA RM,00133
VIA GB BASTIANELLI 22A,VIA GB BASTIANELLI 22A,ROMA RM,00133
VIA GENGA (VALLE CASTIGLIONE) N.,VIA GENGA (VALLE CASTIGLIONE),ROMA RM,00132
"VIA GERACI SICULO, 10","VIA GERACI SICULO, 10",MARINO RM,00047
"VIA GIACINTO CAMASEI, 11","VIA GIACINTO CAMASEI, 11",ROMA RM,00133
VIA GIACINTOMOTTA,VIA GIACINTOMOTTA,ROMA RM,00133
"VIA GIACOMO GALOPPINI, 30","VIA GIACOMO GALOPPINI, 30",ROMA RM,00133
"VIA GIACOMO GALOPPINI, 38","VIA GIACOMO GALOPPINI, 38",ROMA RM,00133
"VIA GIACOMO GALOPPINI, 42","VIA GIACOMO GALOPPINI, 42",ROMA RM,00133
"VIA GIACOMO LAUREANZANI, 44","VIA GIACOMO LAUREANZANI, 44",ROMA RM,00133
"VIA GIACOMO LAUREANZANI,51","VIA GIACOMO LAUREANZANI, 51",ROMA RM,00133
VIA GIACOMO MATT? TRUCCO 192,VIA GIACOMO MATTÈ TRUCCO 192,ROMA RM,00132
VIA GIARDINEZZO N. 11,VIA GIARDINEZZO 11,ROMA RM,00132
"VIA GIARE,9","VIA GIARE, 9",ROMA RM,00133
"VIA GIARRE,38/L PAL. B","VIA GIARRE, 38/L PAL. B",ROMA RM,00133
"VIA GIGI PIZZIRANI, 10","VIA GIGI PIZZIRANI, 10",ROMA RM,00169
"VIA GIOGIO GHISI, 16","VIA GIOGIO GHISI, 16",ROMA RM,00133
"VIA GIOIOSA JONICA, 73","VIA GIOIOSA JONICA, 73",ROMA RM,00132
"VIA GIORGIO GHISI, 10 SC. H INT. 7","VIA GIORGIO GHISI, 10 SC. H",ROMA RM,00133
"VIA GIORGIONE, 8    VALLE M","VIA GIORGIONE, 8    VALLE M",ZAGAROLO RM,00039
VIA GIOVANNA GAZZONI 28,VIA GIOVANNA GAZZONI 28,ROMA RM,00133
VIA GIOVANNA GAZZONI N. 33,VIA GIOVANNA GAZZONI 33,ROMA RM,00133
"VIA GIOVANNA GAZZONI, 32","VIA GIOVANNA GAZZONI, 32",ROMA RM,00133
"VIA GIOVANNA GAZZONI, 33","VIA GIOVANNA GAZZONI, 33",ROMA RM,00133
"VIA GIOVANNI BATISTA SCOZZA, 19","VIA GIOVANNI BATISTA SCOZZA, 19",ROMA RM,00133
VIA GIOVANNI BATTISTA BASTIANELL,VIA GIOVANNI BATTISTA BASTIANELL,ROMA RM,00133
VIA GIOVANNI BATTISTA PERGOLESI,VIA GIOVANNI BATTISTA PERGOLESI,ZAGAROLO RM,00039
VIA GIOVANNI BATTISTA PININFARIN,VIA GIOVANNI BATTISTA PININFARIN,ROMA RM,00133
"VIA GIOVANNI BATTISTI BASTIANELLI, 87","VIA GIOVANNI BATTISTI BASTIANELLI, 87",ROMA RM,00133
"VIA GIOVANNI BOLBU' , 30","VIA GIOVANNI BOLBU' , 30",ROMA RM,00133
VIA GIOVANNI TRECCANI N. 37 - PAL. C,VIA GIOVANNI TRECCANI 37 - PAL. C,ROMA RM,00133
VIA GIUSEPPE GARIBALDI 19,VIA GIUSEPPE GARIBALDI 19,APRILIA LT,04011
"VIA GIUSEPPE MACCHI, 27 C/O MEN","VIA GIUSEPPE MACCHI, 27 C/O MEN",ROMA RM,00133
"VIA GOVANNI MIGLIARA, 9","VIA GOVANNI MIGLIARA, 9",ROMA RM,00133
"VIA GOVNNI ARTUSI, 32","VIA GOVNNI ARTUSI, 32",ROMA RM,00133
"VIA GRANMICHELE, 6","VIA GRANMICHELE, 6",ROMA RM,00133
"VIA GRAVIN DI PUGLIA, 26","VIA GRAVIN DI PUGLIA, 26",ROMA RM,00133
"VIA GRAVINA DI PUGLIA 20, PAL. F INT. 11","VIA GRAVINA DI PUGLIA 20, PAL. F",ROMA RM,00133
"VIA GRAVINA DI PUGLIA, 59","VIA GRAVINA DI PUGLIA, 59",ZAGAROLO RM,00039
VIA GUALTIERI SICAMIN 16,VIA GUALTIERI SICAMIN 16,ROMA RM,00133
VIA GUALTIERI SICAMINI 14/A,VIA GUALTIERI SICAMINI 14/A,ROMA RM,00133
"VIA H.A.TAINE, 18","VIA A.TAINE, 18",ROMA RM,00133
"VIA IACOMO MAGNOLINO, 7","VIA IACOMO MAGNOLINO, 7",ROMA RM,00133
VIA IACOPO TORRITI N. 72,VIA IACOPO TORRITI 72,ROMA RM,00133
"VIA IACOPO TORRITI, 11","VIA IACOPO TORRITI, 11",ROMA RM,00133
"VIA IACOPO TORRITI, 77","VIA IACOPO TORRITI, 77",ROMA RM,00133
"VIA ISAIA LERI, 11","VIA ISAIA LERI, 11",ROMA RM,00133
"VIA ISCA SULLO JONIO,11","VIA ISCA SULLO JONIO, 11",ROMA RM,00132
"VIA JACOPO MAGNOLINO, 4","VIA JACOPO MAGNOLINO, 4",ROMA RM,00133
"VIA L.F. MENGARONI, 11 -F -7","VIA F. MENGARONI, 11 -F -7",ROMA RM,00133
"VIA L.F.MENGARONI, 11","VIA F.MENGARONI, 11",ROMA RM,00133
"VIA L.GO F.MENGARONI , 11","VIA LARGO MENGARONI , 11",ROMA RM,00133
"VIA L.MANFREDINO, 80","VIA MANFREDINO, 80",ROMA RM,00133
VIA LAGANASI 10,VIA LAGANASI 10,ROMA RM,00132
"VIA LAGO DI BOLSENA, 210","VIA LAGO DI BOLSENA, 210",MONTECOMPATRI RM,00077
"VIA LAGO DI BOLSENA, 4","VIA LAGO DI BOLSENA, 4",MONTECOMPATRI RM,00040
"VIA LAGO DI BOLSENA, 91","VIA LAGO DI BOLSENA, 91",MONTECOMPATRI RM,00040
VIA LAGO DI FONDI 33,VIA LAGO DI FONDI 33,MONTECOMPATRI RM,00040
VIA LAGO DI NEMI SNC -VILLINO,VIA LAGO DI NEMI SNC -VILLINO,MONTECOMPATRI RM,00040
VIA LAGO DI NEMI SNC VILLINO 28,VIA LAGO DI NEMI SNC VILLINO 28,MONTECOMPATRI RM,00040
"VIA LAGO DI NEMI, 32","VIA LAGO DI NEMI, 32",MONTECOMPATRI RM,00040
"VIA LARGO F. MENGARONI, 11","VIA LARGO MENGARONI, 11",ROMA RM,00133
VIA LARGO FERRUCCIO MENGARONI 11,VIA LARGO FERRUCCIO MENGARONI 11,ROMA RM,00133
"VIA LARGO SILVI,12","VIA LARGO SILVI, 12",ROMA RM,00100
VIA LARGO TRIPI 19,VIA LARGO TRIPI 19,ROMA RM,00133
VIA LARGO TRIPI N. 25,VIA LARGO TRIPI 25,ROMA RM,00133
"VIA LASINO, 20","VIA LASINO, 20",ROMA RM,00132
VIA LAZZARO TALDI 23,VIA LAZZARO TALDI 23,ROMA RM,00133
"VIA LAZZARO TALDI, 23","VIA LAZZARO TALDI, 23",ROMA RM,00133
"VIA LAZZARO TALDI, 24","VIA LAZZARO TALDI, 24",ROMA RM,00133
"VIA LEE, 18","VIA LEE, 18",ROMA RM,00133
VIA LEGER 2 SC.C,VIA LEGER 2 SC.C,ROMA RM,00133
"VIA LEOCARDA FRIDDI, 44","VIA LEOCARDA FRIDDI, 44",ROMA RM,00133
"VIA LEONARDI AGOSTINI, 47","VIA LEONARDI AGOSTINI, 47",ROMA RM,00133
"VIA LERCARA FREDDA,27","VIA LERCARA FREDDA, 27",ROMA RM,00133
"VIA LERCARA FRIARI,12","VIA LERCARA FRIARI, 12",ROMA RM,00133
"VIA LETTOMANOPELLO, 9","VIA LETTOMANOPELLO, 9",ROMA RM,00132
VIA LIBERO LEONARDI 120 SC. E IN,VIA LIBERO LEONARDI 120 SC. E IN,ROMA RM,00173
"VIA LIBERO LEONARDI, 134 C 32","VIA LIBERO LEONARDI, 134 C 32",ROMA RM,00173
VIA LUCA DOMENICO CAPOZZI 131,VIA LUCA DOMENICO CAPOZZI 131,ROMA RM,00132
"VIA LUCITTO, 25","VIA LUCITTO, 25",ROMA RM,00132
"VIA LUIGI GASTNELLI,18","VIA LUIGI GASTNELLI, 18",ROMA RM,00132
VIA M. BUTERIA 7,VIA BUTERIA 7,ROMA RM,00169
"VIA M.F. NOBILIORE, 151","VIA F. NOBILIORE, 151",ROMA RM,00175
VIA M.MAGGIORE BELSITO 65,VIA MAGGIORE BELSITO 65,ROMA RM,00133
"VIA MARADE, 54","VIA MARADE, 54",ROMA RM,00132
"VIA MARCELLO CANOIA, 3","VIA MARCELLO CANOIA, 3",ROMA RM,00132
"VIA MARCO RUTILIO, 41","VIA MARCO RUTILIO, 41",ROMA RM,00169
VIA MARCO SACCARDO N 15 LUNGHEZZINA,VIA MARCO SACCARDO N 15 LUNGHEZZINA,ROMA RM,00132
"VIA MARIA LUIGIA TANCREDI,4 INT","VIA MARIA LUIGIA TANCREDI, 4 INT",ROMA RM,00132
"VIA MARILEO, 2","VIA MARILEO, 2",ROMA RM,00132
"VIA MARTIN FRNC, 15","VIA MARTIN FRNC, 15",ROMA RM,00133
"VIA MASSA DI S.GIULIANO, 44","VIA MASSA DI SANTGIULIANO, 44",ROMA RM,00132
VIA MASSA SAN GIULIANO N 584,VIA MASSA DI SAN GIULIANO N 584,ROMA RM,00132
VIA MASSA SAN GIULUANO 412,VIA MASSA DI SAN GIULUANO 412,ROMA RM,00132
"VIA MASSA SICANI, 14","VIA MASSA SILAMI, 14",ROMA RM,00132
"VIA MASSA SILAMI, 9","VIA MASSA SILAMI, 9",ROMA RM,00132
"VIA MATIS, 24","VIA MATIS, 24",ROMA RM,00133
VIA MAURIZIO MORRIS 6,VIA MAURIZIO MORRIS 6,ANGUILLARA SABAZIA RM,00061
VIA MELPONENE,VIA MELPONENE,ROMA RM,00133
"VIA MEMORIAN, 9","VIA MEMORIAN, 9",ROMA RM,00133
"VIA MESOLACA, 112","VIA MESOLACA, 112",ROMA RM,00132
"VIA MEZZOIOSO, 128","VIA MEZZOIOSO, 128",ROMA RM,00132
"VIA MIDA, 70","VIA MIDA, 70",ROMA RM,00132
"VIA MODESTA VALENTI, 61/A","VIA MODESTA VALENTI, 61/A",ROMA RM,00133
"VIA MODESTA VALENTI,61/A","VIA MODESTA VALENTI, 61/A",ROMA RM,00133
"VIA MOGARELLA,8","VIA MOGARELLA, 8",ROMA RM,00132
VIA MONFORTE SANGIORGIO 24,VIA MONFORTE SANGIORGIO 24,ROMA RM,00133
"VIA MONTE MAGGIORE BILSITO, 31","VIA MONTE MAGGIORE BILSITO, 31",ROMA RM,00132
VIA MONTEBELLO SU SANGRO 10,VIA MONTEBELLO SU SANGRO 10,ROMA RM,00132
"VIA MONTEFILCIONE, 32","VIA MONTEFILCIONE, 32",ROMA RM,00132
"VIA MONTEFORTE S. GIORGIO, 5","VIA MONTEFORTE SAN GIORGIO, 5",ROMA RM,00133
"VIA MONTELAPIANO,20 B1","VIA MONTELAPIANO, 20 B 1",ROMA RM,00132
"VIA MONTELLABATE,3","VIA MONTELLABATE, 3",ROMA RM,00100
"VIA MONTELRANDONE, 32","VIA MONTELRANDONE, 32",ROMA RM,00132
"VIA MONTEMASOLA, 43","VIA MONTEMASOLA, 43",ROMA RM,00133
"VIA MONTENESOLA, 26","VIA MONTENESOLA, 26",ROMA RM,00133
"VIA MONTI AUSONI,190","VIA MONTI AUSONI, 190",MONTECOMPATRI RM,00077
VIA MONTI PRENESTINI 42,VIA MONTI PRENESTINI 42,MONTECOMPATRI RM,00040
"VIA MONTRESTRA, 82","VIA MONTRESTRA, 82",ROMA RM,00132
"VIA MOTTA SANTA ANASTASIA,38","VIA MOTTA SANTA ANASTASIA, 38",ROMA RM,00133
"VIA MOTTO CAMASTRA, 162","VIA MOTTO CAMASTRA, 162",ROMA RM,00132
"VIA MTISSE, 28","VIA MTISSE, 28",ROMA RM,00133
"VIA N.DA GUARDIA GRELE,80","VIA DA GUARDIA GRELE, 80",ROMA RM,00133
"VIA N.DA GUARDIAGRECA,53","VIA DA GUARDIAGRECA, 53",ROMA RM,00133
VIA NARDO DI PACE N. 55,VIA NARDO DI PACE 55,ROMA RM,00132
"VIA NARDO DI PACE, 55","VIA NARDO DI PACE, 55",ROMA RM,00132
"VIA NASSA D'ALBE, 6","VIA NASSA D'ALBE, 6",ROMA RM,00132
"VIA NAVELLI, 14 ( CASTEL VERDE","VIA NAVELLI, 14 ( CASTEL VERDE",ROMA RM,00010
VIA NOCERA TORINESE,VIA NOCERA TORINESE,ROMA RM,00132
"VIA NOTARESCO, 38, PIANO TERRA","VIA NOTARESCO, 38, PIANO TERRA",ROMA RM,00132
"VIA NURAGOS, 25","VIA NURAGOS, 25",ROMA RM,00132
"VIA OCRE,3 CASTELVERDE","VIA OCRE, 3 CASTELVERDE",ROMA RM,00132
"VIA ORAZIOBORGIANNI, 6","VIA ORAZIOBORGIANNI, 6",ROMA RM,00133
"VIA ORESTE CATELA, 29","VIA ORESTE CATELA, 29",ROMA RM,00133
"VIA ORESTE SARTIRANA, 3 SC. 2 A","VIA ORESTE SARTIRANA, 3 SC. 2 A",ROMA RM,00133
VIA OTTONE DE MARSI 109,VIA OTTONE DE MARSI 109,ROMA RM,00132
"VIA P. ANDERLONI,10 SC.A INT.4","VIA ANDERLONI, 10 SC.A",ROMA RM,00133
VIA P. F. QUAGLIA N. 35,VIA QUAGLIA 35,ROMA RM,00133
VIA P. F. QUAGLIA N. 83,VIA QUAGLIA 83,ROMA RM,00133
VIA P. FERDINANDO QUAGLIA 95,VIA FERDINANDO QUAGLIA 95,ROMA RM,00133
VIA P.A. FIORAVANTI N. 267,VIA A. FIORAVANTI 267,ROMA RM,00132
"VIA P.A. FIORAVANTI, 260","VIA A. FIORAVANTI, 260",ROMA RM,00100
"VIA P.A.FIORAVANTI, 204","VIA A.FIORAVANTI, 204",ROMA RM,00132
"VIA P.ANDERLONI, 10","VIA ANDERLONI, 10",ROMA RM,00133
VIA P.C. ANGELETTI N. 11,VIA C. ANGELETTI 11,ROMA RM,00133
VIA P.D. DE VEUSTER 46,VIA D. DE VEUSTER 46,ROMA RM,00132
VIA P.F. QUAGLIA N. 83,VIA F. QUAGLIA 83,ROMA RM,00133
"VIA P.F. QUAGLIA,71","VIA F. QUAGLIA, 71",ROMA RM,00133
"VIA P.F.MOLA, 15","VIA F.MOLA, 15",ROMA RM,00133
"VIA P.F.QUAGLIA, 31","VIA F.QUAGLIA, 31",ROMA RM,00133
"VIA P.F.QUAGLIA, 66","VIA F.QUAGLIA, 66",ROMA RM,00133
"VIA P.F.QUAGLIA, 71","VIA F.QUAGLIA, 71",ROMA RM,00133
"VIA P.F.QUAGLIA, 83","VIA F.QUAGLIA, 83",ROMA RM,00133
"VIA P.F.QUAGLIA, 95","VIA F.QUAGLIA, 95",ROMA RM,00133
"VIA P.L. GUERRA, 8","VIA L. GUERRA, 8",ROMA RM,00179
"VIA P.L.LOTTATORI, 24","VIA L.LOTTATORI, 24",ROMA RM,00132
"VIA P.P.TROMPEO, 30 A","VIA P.TROMPEO, 30 A",ROMA RM,00133
"VIA P.P.TROMPEO, 38","VIA P.TROMPEO, 38",ROMA RM,00133
"VIA P.S. BARTOLI, 35","VIA MONTEFORTE SAN GIORGIO, 5",ROMA RM,00133
"VIA P.S.DOMITILLA, 2","VIA S.DOMITILLA, 2",ROMA RM,00044
"VIA P.TA DI TORRENOVA, 80","VIA TA DI TORRENOVA, 80",ROMA RM,00133
"VIA PADRE ANGELO CERBARA, 7 SC.H","VIA PADRE ANGELO CERBARA, 7 SC.H",ROMA RM,00132
"VIA PADRE DAMIANIO DE VESTEUR, 4","VIA PADRE DAMIANIO DE VESTEUR, 4",ROMA RM,00132
VIA PADRE DAMIANO DE VESTEUR,VIA PADRE DAMIANO DE VESTEUR,ROMA RM,00132
"VIA PADRE DAMIANO DE VESTEUR, 10","VIA PADRE DAMIANO DE VESTEUR, 10",ROMA RM,00132
"VIA PADRE DAMIANO DE VESTEUR, 26","VIA PADRE DAMIANO DE VESTEUR, 26",ROMA RM,00132
"VIA PADRE DAMIANO DE VESTEUR,10","VIA PADRE DAMIANO DE VESTEUR, 10",ROMA RM,00132
"VIA PADRE DAMIANO DE VUESTAR, 26","VIA PADRE DAMIANO DE VUESTAR, 26",ROMA RM,00132
"VIA PADRE DAMIANO DEVEUSTER,46","VIA PADRE DAMIANO DEVEUSTER, 46",ROMA RM,00156
VIA PADREA ANDREA FIORAVANTI 272,VIA PADREA ANDREA FIORAVANTI 272,ROMA RM,00132
VIA PAOLA FARINATA 30,VIA PAOLA FARINATA 30,ROMA RM,00133
VIA PAOLO MARSO 90,VIA PAOLO MARSO 90,AVEZZANO AQ,67051
"VIA PARCO DELLA RIMEMBRANZA,10","VIA PARCO DELLA RIMEMBRANZA, 10",CASTEL MADAMA RM,00024
"VIA PASSOLOMBARDO, 380","VIA PASSOLOMBARDO, 380",ROMA RM,00133
"VIA PAUL KLEE, 18","VIA PAUL KLEE, 18",ROMA RM,00133
VIA PECORELLA DI TORRE ANGELA 94,VIA PECORELLA DI TORRE ANGELA 94,ROMA RM,00010
"VIA PEDICA DI TORRE ANGELA,44","VIA PEDICA DI TORRE ANGELA, 44",ROMA RM,00133
"VIA PENNS SANT'ANDREA,82","VIA PENNS SANT'ANDREA, 82",ROMA RM,00100
"VIA PETRAPORTIS, 2","VIA PETRAPORTIS, 2",ROMA RM,00133
VIA PETRASECCA 18 PAL. D,VIA PETRASECCA 18 PAL. D,ROMA RM,00132
"VIA PETROLIO, 6","VIA PETROLIO, 6",ROMA RM,00132
VIA PIER FRANC. MOLA 18,VIA PIER FRANC. MOLA 18,ROMA RM,00133
"VIA PIERO BARTOLI, 27","VIA PIERO BARTOLI, 27",ROMA RM,00133
VIA PIERO CORTI NR. 122,VIA PIERO CORTI NR. 122,ROMA RM,00132
"VIA PIETRAPORTIA, 7","VIA PIETRAPORTIA, 7",ROMA RM,00133
VIA PIETRO ANDERLONI 10,VIA PIETRO ANDERLONI 10,ROMA RM,00133
"VIA PIETRO ANDERLONI, 10","VIA PIETRO ANDERLONI, 10",ROMA RM,00133
"VIA PIETRO ANDERLONI,10","VIA PIETRO ANDERLONI, 10",ROMA RM,00133
VIA PIETRO MASCAGNI 1,VIA PIETRO MASCAGNI 1,ZAGAROLO RM,00039
VIA PIETROABBONDANTE 11,VIA PIETROABBONDANTE 11,ROMA RM,00132
"VIA PIETROCARDELLA,33","VIA PIETROCARDELLA, 33",ROMA RM,00133
VIA PIO BRIZZIARELLI 3,VIA PIO BRIZZIARELLI 3,ROMA RM,00133
VIA POGGIO REALE 31,VIA POGGIO REALE 31,ROMA RM,00132
"VIA POGGIO REALE,30","VIA POGGIO REALE, 30",ROMA RM,00132
VIA POLENSE 135 - CASTELVERDE,VIA POLENSE 135 - CASTELVERDE,ROMA RM,00132
VIA POLENSE 135 CASTELVERDE,VIA POLENSE 135 CASTELVERDE,ROMA RM,00132
"VIA POLVERISI, 36","VIA POLVERISI, 36",ROMA RM,00132
"VIA PORTOEMPEDOCLE,58","VIA PORTOEMPEDOCLE, 58",ROMA RM,00133
"VIA POZZACCO, 52","VIA POZZACCO, 52",ROMA RM,00133
"VIA POZZALO, 15","VIA POZZALO, 15",ROMA RM,00133
VIA PRATO LUNGO CASILINO,VIA PRATO LUNGO CASILINO,ROMA RM,00132
VIA PRATO LUNGO CASILINO 44,VIA PRATO LUNGO CASILINO 44,ROMA RM,00132
VIA PRATOLUGOCASILINO 138 INT.4,VIA PRATOLUGOCASILINO 138,ROMA RM,00132
"VIA PRATOLUNGO CASILNO,138","VIA PRATOLUNGO CASILNO, 138",ROMA RM,00132
"VIA PRATOPORCI, 197 -CELL.34767","VIA PRATOPORCI, 197 -CELL.34767",ROMA RM,00132
VIA PRENESTINA N 1548,VIA PRENESTINA N 1548,ROMA RM,00132
VIA PRENESTINA NUOVA NUMERO 5,VIA PRENESTINA NUOVA NUMERO 5,MONTECOMPATRI RM,00040
