ENRICO BERLINGUER 36,Via Enrico Berlinguer,empty,empty,empty,Roma Capitale,Lazio,00077,41.881308,12.7352846
ENRICO DELL'ACQUA 12,Via Enrico dell'Acqua,empty,Torre Angela,Roma,Roma Capitale,Lazio,00132,41.8657318,12.6499635
"FANTINO TAGLIETTI, 57",Via Fantino Taglietti,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8687705,12.6289541
FILIPPO TAGLIOLINI 61,Via Filippo Tagliolini,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8646957,12.6276295
"FONTANA DEL FINOCCHIO, 15",Via della Fontana del Finocchio,empty,Borghesiana,Roma,Roma Capitale,Lazio,00077,41.8573955,12.6878638
FOSSO DELL'OSA 442,Via del Fosso dell'Osa,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.8966856,12.6890404
"FOSSO DELL'OSA,285",Via del Fosso dell'Osa,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.8966856,12.6890404
"FOSSO SANTA MAURA,138",Via del Fosso di Santa Maura,138,Municipio Roma VI,Roma,Roma Capitale,Lazio,00133,41.8568998,12.6017977
FRANCESCO ROSASPINA 14,Via Francesco Rosaspina,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8674281,12.6213912
"FRANCESCO ROSASPINA,14",Via Francesco Rosaspina,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8674281,12.6213912
"FRATELLI POGGINI,49",Via Fratelli Poggini,49,Municipio Roma VI,Roma,Roma Capitale,Lazio,00133,41.8591388,12.6044801
"GIAN CRISTOFORO ROMANO ,55",Via Gian Cristoforo Romano,empty,Torrenova,Roma,Roma Capitale,Lazio,00133,41.8628848,12.6057632
"GIARRATANA,57",Via Giarratana,empty,Tor Bella Monaca,Roma,Roma Capitale,Lazio,00132,41.8689863,12.6545233
"GIOIOSA IONICA,46",Via Gioiosa Ionica,empty,Borghesiana,Roma,Roma Capitale,Lazio,00132,41.866881,12.6922867
GIOVANNI BATTISTA BASTIANELLI,Via Giovanni Battista Bastianelli,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8658407,12.6350055
GIOVANNI BERNARDI 69,Via Giovanni Bernardi,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8680534,12.6289232
"GRAVINA DI PUGLIA, 56",Via Gravina di Puglia,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8554044,12.6391643
GUIDO DONEGANI 208,Via Guido Donegani,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9222486,12.6840686
Giovanni Battista Pitoni 43,Via Giovanni Battista Pitoni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8685194,12.6276845
IA SPINETOLI 55,Via Spinetoli,empty,San Vittorino,Roma,Roma Capitale,Lazio,00011,41.9139397,12.7282091
"IGNAZIO SCIMONELLI,284",Via Ignazio Scimonelli,empty,Torre Maura,Roma,Roma Capitale,Lazio,00173,41.8451902,12.5946346
L. FERRUCCIO MENGARONI 11,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
L.GO F. MENGARONI 11,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
L.GO F. MENGARONI 31 H,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
L.GO F. MENGARONI N. 31,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO F. MENGARONI, 10",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO F. MENGARONI, 11",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO F. MENGARONI, 31/H",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
L.GO F.MENGARONI 10 T.1,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO F.MENGARONI, 10",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO F.MENGARONI, 11",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO F.MENGARONI,10T1",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
L.GO FERRUCCIO MENGARONI,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.870129,12.639488
L.GO FERRUCCIO MENGARONI,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.870129,12.639488
L.GO FERRUCCIO MENGARONI 10,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO FERRUCCIO MENGARONI, 10",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO FERRUCCIO MENGARONI, 11",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO FERRUCCIO MENGARONI, 31",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO FERRUCCIO MENGARONI, 31 I",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO FERRUCCIO MENGARONI,11",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO MENGARONI, 10",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"L.GO MENGARONI,10",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
L.GO MONSIGNOR R. DIMICCOLI N. 1,Largo Monsignor Raffaele Dimiccoli,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9055743,12.6694327
"L.GO TRIPI, 24",Largo Tripi,empty,Tor Bella Monaca,Roma,Roma Capitale,Lazio,00132,41.8677485,12.6534159
LARGO CESARE REDUZZI 5,Largo Cesare Reduzzi,5,Municipio Roma XI,Roma,Roma Capitale,Lazio,00100,41.8464593,12.4098604
LARGO F. MENGARONI 11,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO F. MENGARONI N. 10,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO F. MENGARONI N. 11,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO F. MENGARONI N. 20,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO F. MENGARONI N. 31,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO F. MENGARONI N.10,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"LARGO F. MENGARONI, 11",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"LARGO F.MENGARONI ,11",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO FERRUCCIO MENGARONI,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.870129,12.639488
"LARGO FERRUCCIO MENGARONI ,10 TO",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO FERRUCCIO MENGARONI 10,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO FERRUCCIO MENGARONI 10 INT,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO FERRUCCIO MENGARONI 11,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LARGO FERRUCCIO MENGARONI N. 11,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"LARGO FERRUCCIO MENGARONI, 11",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"LARGO FERRUCIO MENGARONI,11 INT.",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"LARGO MONREALE, 22",Largo Monreale,empty,Borghesiana,Roma,Roma Capitale,Lazio,00132,41.8610414,12.6707204
LARGO MONTENERODOMO  27,Largo Montenerodomo,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9171066,12.6938365
LARGO MONTENERODOMO 27,Largo Montenerodomo,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9171066,12.6938365
LARGO SILVI N. 12,Largo Silvi,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9180658,12.6917467
LARGO TRIPI 24,Largo Tripi,empty,Tor Bella Monaca,Roma,Roma Capitale,Lazio,00132,41.8677485,12.6534159
LARGO TRIPI N. 25,Largo Tripi,empty,Tor Bella Monaca,Roma,Roma Capitale,Lazio,00132,41.8677485,12.6534159
"LEOPOLDO MICUCCI,177",Via Leopoldo Micucci,empty,Municipio Roma VII,Roma,Roma Capitale,Lazio,00173,41.8381901,12.5982159
"LGO F.MENGARONI, 10",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"LGO F.MENGARONI, 10/T3",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"LGO F.MENGARONI, 11",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
"LGO F.MENGARONI, C/3",Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LGO MENGARONI P.B SC.2 11,Largo Ferruccio Mengaroni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8690581,12.6401492
LUIGI GASTINELLI 109,Via Luigi Gastinelli,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.9016392,12.658396
LUNGOTEVERE TESTACCIO 11,Lungotevere Testaccio,empty,Municipio Roma I,Roma,Roma Capitale,Lazio,00153,41.8823104,12.4749571
"MALETTO,39",Via Maletto,empty,Torre Angela,Roma,Roma Capitale,Lazio,00132,41.8670343,12.6510905
MANDANICI 207,Via Mandanici,empty,Borghesiana,Roma,Roma Capitale,Lazio,00132,41.8686419,12.6827657
MARTINO ROTA 61,Via Martino Rota,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8702388,12.6272744
"MASSA DI SAN GIULIANO,212",Via Massa di San Giuliano,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9033795,12.6951599
"MASSA S.GIULIANO, 421",Via Massa di San Giuliano,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9152296,12.6852689
MONTALLEGRO 105,Via Montallegro,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.8721109,12.6576476
"OLLASTRA SIMAXIS , 52",Via Ollastra Simaxis,empty,Borghesiana,Roma,Roma Capitale,Lazio,00132,41.8823882,12.6809776
"P.ZZA DI VALLE ALESSANDRA, 5",Piazza di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,empty,41.861166350000005,12.639214140699544
"P.ZZA E.PIAGGIO,20",Piazza Erasmo Piaggio,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8592529,12.6437186
"P.ZZA ERASMO PIAGGIO, 20",Piazza Erasmo Piaggio,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8592529,12.6437186
"P.ZZA G. RAGGIO, 3",Piazza Giuseppe Raggio,empty,Tor Sapienza,Roma,Roma Capitale,Lazio,empty,41.904806,12.588256908421053
"P.ZZA S.G.BOSCO,86",Piazza San Giovanni Bosco,empty,Don Bosco,Roma,Roma Capitale,Lazio,00100,41.858798,12.5647274
"P.ZZA TORRACCIO DI TORRENOVA, 28",Piazza del Torraccio di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8673817,12.6267314
"P.ZZA TORRACCIO DI TORRENOVA,2",Piazza del Torraccio di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8673817,12.6267314
"P.ZZA TORRACCIO TORRENOVA, 10",Piazza del Torraccio di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8673817,12.6267314
"P.ZZA TORRACCIO TORRENOVA, 28",Piazza del Torraccio di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8673817,12.6267314
"P.ZZA VALLE ALESSANDRA, 1",Piazza di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,empty,41.861166350000005,12.639214140699544
PALAGONIA,Via Palagonia,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.878152,12.6519772
PIAZZA ATTILIO MUGGIA 1,Piazza Attilio Muggia,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9096591,12.6548217
"PIAZZA ATTILIO MUGGIA, 1",Piazza Attilio Muggia,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9096591,12.6548217
PIAZZA DI LUNGHEZZA 39,Piazza di Lunghezza,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9250781,12.6669235
"PIAZZA DI LUNGHEZZA, 43/B",Piazza di Lunghezza,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9250781,12.6669235
PIAZZA DI VALLE ALESSANDRA 1,Piazza di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,empty,41.861166350000005,12.639214140699544
PIAZZA DI VALLE ALESSANDRA 5,Piazza di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,empty,41.861166350000005,12.639214140699544
PIAZZA DI VALLE ALESSANDRA N. 1,Piazza di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,empty,41.861166350000005,12.639214140699544
"PIAZZA DI VALLE ALESSANDRA, 1",Piazza di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,empty,41.861166350000005,12.639214140699544
PIAZZA ERASMO PIAGGIO 20,Piazza Erasmo Piaggio,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8592529,12.6437186
"PIAZZA ERASMO PIAGGIO, 20",Piazza Erasmo Piaggio,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8592529,12.6437186
PIAZZA SERRULE,Piazza Serrule,empty,Borghesiana,Roma,Roma Capitale,Lazio,00132,41.8650797,12.6878659
PIAZZA SERRULE N. 15,Piazza Serrule,empty,Borghesiana,Roma,Roma Capitale,Lazio,00132,41.8650797,12.6878659
PIAZZA VALLE ALESSANDRA 5,Piazza di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,empty,41.861166350000005,12.639214140699544
POLENSE 10,Via Polense,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.893497,12.7015018
"PONTE DI PANTANO, 7",Via del Ponte di Pantano,empty,Borghesiana,Roma,Roma Capitale,Lazio,00077,41.8593774,12.7057744
Piazza Attilio Muggia 1,Piazza Attilio Muggia,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9096591,12.6548217
"RAFFAELE DE FERRARI, 124",Via Raffaele de Ferrari,empty,Torre Angela,Roma,Roma Capitale,Lazio,00132,41.8630996,12.6490599
"RAFFAELLO,34",Via Raffaello,empty,empty,empty,Roma Capitale,Lazio,00077,41.8824752,12.7332806
RAOUL CHIODELLI 5,Via Raoul Chiodelli,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.9031429,12.6602859
"RENOIR, 15",Via Renoir,empty,Tor Bella Monaca,Roma,Roma Capitale,Lazio,00132,41.8616027,12.6554847
ROBERT MALLET 19,Via Robert Mallet,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9106053,12.6527824
ROCCA FIORITA 79,Via Rocca Fiorita,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.8780917,12.6498617
ROCCAMENA 13,Via Roccamena,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.882128,12.6640584
"S.MARGHERITA DI BELICE,19",Via Santa Margherita di Belice,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.8745425,12.6534383
"S.RITA DA CASCIA, 80",Via Santa Rita da Cascia,empty,Colli di Enea,empty,Roma Capitale,Lazio,00071,41.6494389,12.4898742
SANTA CROCE CAMERINA 44,Via Santa Croce Camerina,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.8844127,12.6619389
SOMMATINO N.79,Via Sommatino,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.8658961,12.6682235
TENUTA DI TORRENOVA 160,Via della Tenuta di Torrenova,empty,Torrenova,Roma,Roma Capitale,Lazio,00133,41.8582423,12.6162543
"TENUTA DI TORRENOVA, 160",Via della Tenuta di Torrenova,empty,Torrenova,Roma,Roma Capitale,Lazio,00133,41.8582423,12.6162543
"TENUTA DI TORRENOVA, 80",Via della Tenuta di Torrenova,empty,Torrenova,Roma,Roma Capitale,Lazio,00133,41.8582423,12.6162543
"TERMINI IMERESE, 13",Via Termini Imerese,empty,Tor Bella Monaca,Roma,Roma Capitale,Lazio,00132,41.8713243,12.6571266
"TERMINI IMERESE,37",Via Termini Imerese,empty,Tor Bella Monaca,Roma,Roma Capitale,Lazio,00132,41.8713243,12.6571266
TOR VERGATA 16B,Via di Tor Vergata,empty,Torrenova,Roma,Roma Capitale,Lazio,00133,41.8558363,12.625468
"TORR.CIO DI TORRENOVA,188",Via del Torraccio di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8707661,12.6228072
TORRACCIO DI TORRENOVA 72,Via del Torraccio di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8707661,12.6228072
TORRACCIO DI TORRENOVA120,Via del Torraccio di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8707661,12.6228072
"TORRE DELLO STINCO, 86",Via Torre dello Stinco,empty,Borghesiana,Roma,Roma Capitale,Lazio,00044,41.8521256,12.6745894
"V IA BINETTO, 16",Via Binetto,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8580981,12.6367294
"V,LE PIETRO ANDERLONI, 10",Viale Pietro Anderloni,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8746517,12.6285702
V. CONZA DELLA CAMPANIA26,Via Conza della Campania,empty,Acqua Vergine,Roma,Roma Capitale,Lazio,00115,41.8933044,12.6284674
V. DELLE AMADRIADI,Via delle Amadriadi,empty,Torre Angela,Roma,Roma Capitale,Lazio,01555,41.8780905,12.6152598
V. FIUMEFREDDO DI SICILIA,Via Fiumefreddo di Sicilia,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.8774988,12.6525459
"V. G.B.BASTIANELLI, 70",Via Giovanni Battista Bastianelli,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8658407,12.6350055
V. MONFORTE  S.GIORGIO 6,Via Monforte San Giorgio,empty,Torre Angela,Roma,Roma Capitale,Lazio,00132,41.8772098,12.6378987
"V. NARO, 9",Via Naro,empty,Tor Bella Monaca,Roma,Roma Capitale,Lazio,00132,41.8687851,12.6523654
V. PUTIGNANO  9,Via Putignano,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.856131,12.6404832
V. TORRACCIO DI TORRENOVA,Via del Torraccio di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8707661,12.6228072
V. VALLO DELLA LUCANIA 24,Via Vallo della Lucania,empty,Torre Angela,Roma,Roma Capitale,Lazio,00115,41.8926541,12.6274419
"V. VILLAFRANCA TIRRENA,50",Via Villafranca Tirrena,empty,Borghesiana,Roma,Roma Capitale,Lazio,00132,41.8632333,12.6747727
"V.ACQUAVIVA DELLE FONTI,8",Via Acquaviva delle Fonti,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00132,41.8535403,12.6525157
"V.ALFREDO COTTRAU,11",Via Alfredo Cottrau,empty,Lunghezza,Roma,Roma Capitale,Lazio,00132,41.9268637,12.6758116
"V.ARCHETTI TORRENOVA, 27",Via degli Archetti di Torrenova,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8568976,12.641317
"V.ARCHETTI TORRENOVA,27",Via degli Archetti di Torrenova,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8568976,12.641317
"V.ARNALDO BRANDIZZI,N5",Via Arnaldo Brandizzi,empty,Torre Angela,Roma,Roma Capitale,Lazio,01555,41.8813683,12.6268715
V.CASALE DEL FINOCCHIO 19,Via del Casale del Finocchio,empty,Borghesiana,Roma,Roma Capitale,Lazio,00077,41.8555889,12.6953147
"V.DELL'ACQUA VERGINE, 204",Via dell'Acqua Vergine,empty,Acqua Vergine,Roma,Roma Capitale,Lazio,00115,41.9002298,12.6249953
V.DI VALLE ALESSANDRA 22B,Via di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8600701,12.6396986
"V.DI VALLE ALESSANDRA,26",Via di Valle Alessandra,empty,Torre Gaia,Roma,Roma Capitale,Lazio,00133,41.8600701,12.6396986
V.FATTORIA DI TORRE.VA 22,Via della Fattoria di Torrenova,empty,Torre Angela,Roma,Roma Capitale,Lazio,00133,41.8642935,12.6097832
"V.FIUMEFREDDO SICILIA, 70",Via Fiumefreddo di Sicilia,empty,Municipio Roma VI,Roma,Roma Capitale,Lazio,00132,41.8774988,12.6525459
